dataset,embodiment,text
bridge,widowx,move the blue spatula to the right top burner
bridge,widowx,Put the spoon on the other side of the green rag perpendicular to the pickle.
bridge,widowx,Moved the small can to the bottom right corner of the table.
bridge,widowx,move the purple cloth to the top right of the stove
bridge,widowx,move the blue-spotted yellow can below the silver pot
bridge,widowx,gets the red fork from the lower left corner of the stove to the top of the purple cloth.
bridge,widowx,moving out the pot from middle of two burner
bridge,widowx,put the red thing out of the drawer
bridge,widowx,Pick the bell pepper and place it on the right of the can
bridge,widowx,moved the basket to the right side
bridge,widowx,fold the cloth from top to the center
bridge,widowx,put the blue rectangle on top of the green rectangle
bridge,widowx,put the red object in the pan
bridge,widowx,put the blue figure from the table to the top right edge of the cloth
bridge,widowx,put the yellow banana inside the drawer and then closed it
bridge,widowx,put the cylinder in the cylindrical hole
bridge,widowx,moved the silver pot on the top of the left side burner of the stove
bridge,widowx,move the can above the fork
bridge,widowx,pick rectangle from table and place on top of same piece
bridge,widowx,Place the broccoli in the pan
bridge,widowx,put the cervette on the table
bridge,widowx,move the yellow towel to the lower right side of the table
bridge,widowx,put the red arch to the right side of the green triangle
bridge,widowx,picked the blue cloth from the left side of the burner to the right side
bridge,widowx,take the salmon sushi and put it on the left side of table
bridge,widowx,move the sushi to the top of the orange towel
bridge,widowx,remove the banana from the top of the drawer and put it beside the plush toy
bridge,widowx,"Move pot to left of red spatula, so it touches the spatula."
bridge,widowx,Pick up the blue fork and place it to the left of the can
bridge,widowx,take the red block to put it on top of the yellow cube
bridge,widowx,Put the knife on the lower part of the table.
bridge,widowx,moved the blue fork from the top left to the bottom side of the burner
bridge,widowx,push the can to the right side of the table
bridge,widowx,put the red arch on top of the green arch on the right side of the table
bridge,widowx,pick up the red fork and place it on the purple napkin
bridge,widowx,move the green cloth to upper right of the burner
bridge,widowx,move the can to the middle bottom of the two burners
bridge,widowx,fold the cloth from top left to bottom
bridge,widowx,Pick up the can at the front of the counter and move it to wall next to the pot.
bridge,widowx,Pick up the bar from on top of the tower and place it on the right side of the table
bridge,widowx,fold cloth from bottom right to the middle
bridge,widowx,remov the red block on to the tower
bridge,widowx,move the drumstick to the top left edge of the cooker
bridge,widowx,remove the green object from the pot and put it at the center of the table
bridge,widowx,moved the green and yellow can to the lower left corner of the table
bridge,widowx,move the yellow block from the tower into the center of the table
bridge,widowx,moved the green spatula to the superior left corner of the stove
bridge,widowx,move the cloth from the bottom right to the left top
bridge,widowx,pick up the banana and put in the steel bowl
bridge,widowx,Put the metal pot on the yellow cloth.
bridge,widowx,move the purple object to the upper left side of the table
bridge,widowx,move the green cloth to the bottom left side of the table
bridge,widowx,the bread is taken and placed on the left of the nounurse
bridge,widowx,put the yellow banana on top of the drawer
bridge,widowx,fold the green cloth from bottom right  to top left
bridge,widowx,Moved. Yellow cloth next to the white basket
bridge,widowx,stand the upside down the orange glass
bridge,widowx,move the can to the upper right of the stove
bridge,widowx,put the yellow rectangle on top of the green cube
bridge,widowx,move the fish on top of the drawer
bridge,widowx,move the orange thing beside the blue spoon
bridge,widowx,put the red spoon between the silver pan and the silver lid
bridge,widowx,move vessel diagonally on the right from top to bottom
bridge,widowx,unfold the fabric from top right to bottom left
bridge,widowx,put the red bottle above the white salt shaker
bridge,widowx,Place green ball to the right of the green cloth
bridge,widowx,Take the vegetable from the silver vessel and place it above the spoon.
bridge,widowx,Move the blue utensil to the left of the red pepper.
bridge,widowx,move the yellow corn to the right side of the silver pot
bridge,widowx,move the blue spatula to the bottom left corner of the table
bridge,widowx,take the arck off the wiht cylinder
bridge,widowx,put the blue rectangle on top of the cylinder.
bridge,widowx,unfold cloth from center to top right
bridge,widowx,Move the cylinder to the left.
bridge,widowx,pick up the silver pot and put in on the blue cloth
bridge,widowx,move the yellow cloth to the upper right of the table
bridge,widowx,move the red item from the silver pot to the silver basket
bridge,widowx,move the silver basket to the left bottom of the burner
bridge,widowx,put the  red object in the drawer
bridge,widowx,take the silver lid off the silver pot and put it on the bottom right burner
bridge,widowx,Place the vegetable on the front edge of the table
bridge,widowx,Place chicken wing in front of the microwave
bridge,widowx,moved the object and put it on the left side of the spoon
bridge,widowx,move the cucumber in the left side of the burner
bridge,widowx,moved the white cloth to the upper right corner of the table
bridge,widowx,move the orange object to the middle of the stove
bridge,widowx,push the tin to the middle lower side of the table
bridge,widowx,move the egg in front of the tin can
bridge,widowx,move the blue cloth to the lower right corner of the stove
bridge,widowx,put the blue object to the top right of the cloth
bridge,widowx,Place the metal bowl on top of the purple towle
bridge,widowx,move the spatula from on the purple cloth and put in to front of table
bridge,widowx,put the silver pot in the left
bridge,widowx,Pick up and move spoon to the right side of the silver bowl.
bridge,widowx,move the yellow bottler in the middle of the table
bridge,widowx,pick up the yellow banana and place it on top of the drawer
bridge,widowx,moved the silver pot to the top left of table
bridge,widowx,take the green cube off of the red cube and put it on the table
bridge,widowx,move the green object to the upper middle of the table
bridge,widowx,opens up the silver pot
bridge,widowx,move the red cube from the top of the tower to the  surface of the table
bridge,widowx,put the white jar upright
bridge,widowx,move the spoon to the right side on the table
bridge,widowx,put the white and brown thing in the pot
bridge,widowx,move red objects in the pan on the green cloth
bridge,widowx,place the beetroot in the pan
bridge,widowx,put the blue brush on the yellow cloth
bridge,widowx,move the yellow object on the purple cloth
bridge,widowx,put the metallic bowl on top of the yellow cloth
bridge,widowx,put the green object and put at the top
bridge,widowx,dedplace la spatule vert vers la droite de l'objet argente
bridge,widowx,coloque  o objeto da gaveta em  cima da mesa no canto direito
bridge,widowx,put the basket from the left sink to the other on the right
bridge,widowx,pot the green object in the middle of the left and right burner
bridge,widowx,move the toy inside the drawer
bridge,widowx,Move the pot from right to left side on the table
bridge,widowx,Place the blue brush to the right of the orange towel
bridge,widowx,cover the silver pot with a silver lid
bridge,widowx,Move the blue cloth up closer to the green spatula
bridge,widowx,put the red fork on the bottom right of the table
bridge,widowx,Fold the cloth into left side
bridge,widowx,move the red objet to the right side of the burner
bridge,widowx,move spoon to below the bowl on right
bridge,widowx,Move saucepan to the bottom left corner
